랜드마크,호텔이름,금액,평점,등급,링크
BlueMosque,Obelisk Hotel & Suites,192292,4.5,3,https://www.google.co.kr/travel/search?q=BlueMosque%20%EA%B7%BC%EC%B2%98%20%ED%98%B8%ED%85%94&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4990494%2C72288622%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaSgosEioKCS9tLzAxeWZ2Xzod7Iig7YOEIOyVhO2dkOuplO2KuCDrqqjsiqTtgawSGhIUCgcI5w8QCRgSEgcI5w8QCRgTGAEyAhAAKgcKBToDS1JX&qs=CAAgACgAMrsBQ2dvSTd0RGhodTY2OU1GSUVBQWFmRUZRWkdaaVZ6ZEVRazVyUVhacGQyMDVTVUV3VFVJNWQzVkdiM0JaVW1aSWJHTm5TRmQ2ZVVKTFlsbFhZVUoxVldscloxcFNPVUZyZUU4NFEwczFkSE5DUm1WbmNWaGZhbWRhVWtKQ01HaG1OV3RwYjBVeGFtMVljM1ZmTlZZdGVETTFkazFKVWtkVFlYVmZTWEZJZFRKS1QyNUdWVmhvVlRoUlZpMDgNSAA&ap=MABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwjg6emm2e-AAxUAAAAAHQAAAAAQ9AY
BlueMosque,블루 하우스 호텔,138438,4.3,3,https://www.google.co.kr/travel/search?q=BlueMosque%20%EA%B7%BC%EC%B2%98%20%ED%98%B8%ED%85%94&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4990494%2C72288622%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaSgosEioKCS9tLzAxeWZ2Xzod7Iig7YOEIOyVhO2dkOuplO2KuCDrqqjsiqTtgawSGhIUCgcI5w8QCRgSEgcI5w8QCRgTGAEyAhAAKgcKBToDS1JX&qs=CAAgACgAMrsBQ2dvSW5jN0Vpb1A5MDc5QkVBQWFmRUZRWkdaaVZ6VmpUV2xRTmxNeWFXSTFOUzFsUXpBdGFDMUxaa05rZEUxWFEwRjFja2RTVFMxc1VEQlZlR0ZhV0dNMkxYQk1SM294VG5OdmRrVlVhVGxUYVRReFIwUmpOVkJ0ZW1OeFdtOWpRVzAwU1ZWNlpYSjVRMkZSUmpGTVVHbEtUa1JyTW01UlJUQm9ibk5pT0hCd2IyNVhlblUzYVU1bGMyTTgNSAA&ap=MABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwjg6emm2e-AAxUAAAAAHQAAAAAQoQc
BlueMosque,노벨 호스텔,50770,3.7,3,https://www.tripadvisor.co.kr/Hotel_Review-g293974-d1186874-Reviews-Nobel_Hostel-Istanbul.html
BlueMosque,호텔 술탄힐,116579,4.4,3,https://www.booking.com/hotel/tr/hotelsultanhill.ko.html
BlueMosque,술타나멧 펠리스 호텔,280927,4.4,4,https://www.google.co.kr/travel/search?q=BlueMosque%20%EA%B7%BC%EC%B2%98%20%ED%98%B8%ED%85%94&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4990494%2C72288622%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaSgosEioKCS9tLzAxeWZ2Xzod7Iig7YOEIOyVhO2dkOuplO2KuCDrqqjsiqTtgawSGhIUCgcI5w8QCRgSEgcI5w8QCRgTGAEyAhAAKgcKBToDS1JX&qs=CAAgACgAMroBQ2dvSTJwYTlpcldkMHFjSkVBQWFlMEZRWkdaaVZ6VnFTVU40VW0xT2RYUjFNbE5DTkZoTVRVY3hkVzlSWDJsVWFsWk9hV2RLY21kUVVsQm9hM0JZVTBseVVXbFdaM2h2UTBSdU1Ha3pWMGhZUzNkWU9VMVpUWEF4UmxSVVVtd3RZVGRoTWw4d1N6ZFlSVTl3VG5Wb1RHODRaMWRmYXpnNGMxWkhRVzgzWjJoRmEwVXhSV2RoTmtock9BOA1IAA&ap=MABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwjg6emm2e-AAxUAAAAAHQAAAAAQ5Ac
BlueMosque,Cheers Vintage,81775,4.2,5,https://www.google.co.kr/travel/search?q=BlueMosque%20%EA%B7%BC%EC%B2%98%20%ED%98%B8%ED%85%94&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4990494%2C72288622%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaSgosEioKCS9tLzAxeWZ2Xzod7Iig7YOEIOyVhO2dkOuplO2KuCDrqqjsiqTtgawSGhIUCgcI5w8QCRgSEgcI5w8QCRgTGAEyAhAAKgcKBToDS1JX&qs=CAAgACgAMihDaG9JLTVlWmh2eXgwLUtwQVJvTkwyY3ZNVEZvWTJadWJIWXlOeEFCOA1IAA&ap=MABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwjg6emm2e-AAxUAAAAAHQAAAAAQmwg
BlueMosque,스탠폴리 호스텔,60461,4.5,3,https://www.booking.com/hotel/tr/stanpoli.ko.html
BlueMosque,아고라 게스트 하우스,67155,4.5,3,https://www.agoda.com/ko-kr/search?selectedproperty=252371&city=14932&hid=252371&site_id=1891463&tag=0ab8c62b-2e6b-43ba-8a73-f17e3bf4cc55&device=c&network=g&adid=577035214695&rand=16824386144927953082&expid=&adpos=&aud=kwd-337792763884&gclid=EAIaIQobChMI753Bt9zvgAMV2F4PAh1RuwKREAAYASAAEgK0E_D_BwE&checkIn=https://www.agoda.com/ko-kr/search?selectedproperty=252371&city=14932&hid=252371&site_id=1891463&tag=0ab8c62b-2e6b-43ba-8a73-f17e3bf4cc55&device=c&network=g&adid=577035214695&rand=16824386144927953082&expid=&adpos=&aud=kwd-337792763884&gclid=EAIaIQobChMI753Bt9zvgAMV2F4PAh1RuwKREAAYASAAEgK0E_D_BwE&checkIn=2023-08-31&checkOut=2023-09-01&adults=1&rooms=1&pslc=1
BlueMosque,Avrasya Hostel,38023,4.2,3,https://www.hostelworld.com/st/hostels/p/86651/avrasya-hostel/
BlueMosque,술탄 하우스,82888,4,4,https://www.google.co.kr/travel/search?q=BlueMosque%20%EA%B7%BC%EC%B2%98%20%ED%98%B8%ED%85%94&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4990494%2C72288622%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaZgpIEkYyJTB4MTRjYWI5YmQ2NTcwZjRlMToweGU1MmRmNzM2OGExNTdjYTQ6HeyIoO2DhCDslYTtnZDrqZTtirgg66qo7Iqk7YGsEhoSFAoHCOcPEAkYEhIHCOcPEAkYExgBMgIQACoHCgU6A0tSVw&qs=CAASBENCST0gACgAMiRDaGNJMTZ6dDM5YTl1N1ZxR2dzdlp5OHhkR2Q2TW5RM014QUI4DUgA&ap=MABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwjg6emm2e-AAxUAAAAAHQAAAAAQ5Qg
Brandenburg_Gate,호텔 알레그라,120354,4.1,3,https://www.google.co.kr/travel/search?q=Brandenburg_Gate%20%ED%98%B8%ED%85%94&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4990494%2C72288622%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaXwpBEj8yJTB4NDdhODUxYzY1NWYyMDk4OToweDI2YmJmYjRlODQ2NzRjNjM6Fuu4jOuegOuNtOu2gOultO2BrCDrrLgSGhIUCgcI5w8QCRgSEgcI5w8QCRgTGAEyAhAAKgcKBToDS1JX&qs=CAASBENCST0gACgAMiZDaGdJMTZ5TndPdk0wcFV6R2d3dlp5OHhNall6WmpreU5YZ1FBUTgNSAA&ap=MABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwjg6emm2e-AAxUAAAAAHQAAAAAQ_wo
Brandenburg_Gate,베스트 웨스턴 호텔 베를린 미테,133048,3.9,3,https://www.google.co.kr/travel/search?q=Brandenburg_Gate%20%ED%98%B8%ED%85%94&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4990494%2C72288622%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaQwolEiMKCS9tLzAxNGtmODoW67iM656A642067aA66W07YGsIOusuBIaEhQKBwjnDxAJGBISBwjnDxAJGBMYATICEAAqBwoFOgNLUlc&qs=CAAgACgAMiZDaGdJdXQyODFPcTE0cFMwQVJvTEwyY3ZNWFJtWTIxaloyMFFBUTgNSAA&ap=MABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwjg6emm2e-AAxUAAAAAHQAAAAAQ-Qk
Brandenburg_Gate,이비스 베를린 시티 포츠다머 플라츠,115005,4,1,https://kr.trip.com/hotels/list/searchresults?city=193&hotelid=2192396&locale=ko_kr&curr=krw&allianceid=14887&sid=4138084&ppcid=ckid-4687431257_adid-652137919664_akid-kwd-525900318367_adgid-147464423459&utm_source=google&utm_medium=cpc&utm_campaign=15510592760&gclid=EAIaIQobChMIxsrxod3vgAMVhGoqCh1lQQ72EAAYASAAEgILkPD_BwE
Brandenburg_Gate,이비스 베를린 하우프트반호프,129840,4.3,3,https://www.booking.com/reviews/de/hotel/ibis-berlin-hauptbahnhof.ko.html?aid=318615;label=New_Korean_KO_KR_27026369665-R_vl5Z_pc7kqLnDtBgvVpgS217273953110:pl:ta:p1:p2:ac:ap:neg:fi:tiaud-297601666995:dsa-55482331735:lp1009871:li:dec:dm;ws=&gclid=EAIaIQobChMIofrSq93vgAMVFsFMAh2MtQzbEAAYAiAAEgJCE_D_BwE
Brandenburg_Gate,Hotel ROMY by AMANO,140922,4.1,3,https://www.booking.com/searchresults.ko.html?aid=324796&label=romy-by-amano-21Vly3CRek_blc9huXW5sAS590400752349%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342138710%3Akwd-1384654810524%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YYriJK-Ikd_d0H9dvEJ-zYA&gclid=EAIaIQobChMI8viJs93vgAMV0F0PAh2adA69EAAYASAAEgIz6vD_BwE&highlighted_hotels=7556287&redirected=1&city=-1746443&hlrd=no_dates&source=hotel&expand_sb=1&keep_landing=1&sid=9f48d53fb2b9ba0b643d0f8284fd47fb
Brandenburg_Gate,martas Hotel Albrechtshof Berlin,118205,4.3,3,https://www.nh-hotels.com/hotels/berlin?campid=8435708&gclid=EAIaIQobChMIz5bUud3vgAMVGRqtBh1XJQ0uEAAYASAAEgLzQ_D_BwE&gclsrc=aw.ds
Brandenburg_Gate,호텔 아들론 켐핀스키 베를린,445274,4.6,5,https://www.agoda.com/ko-kr/search?selectedproperty=958&city=2366&hid=958&site_id=1891442&tag=42075297-8f4a-41c3-aff3-1c725dc41976&device=c&network=g&adid=599339806559&rand=9283154425660764562&expid=&adpos=&aud=kwd-382061674267&gclid=EAIaIQobChMIz7bbwd3vgAMVj4-WCh1XKApNEAAYASAAEgISaPD_BwE&checkIn=2023-08-31&checkOut=2023-09-01&adults=1&rooms=1&pslc=1
Brandenburg_Gate,Hotel AMO by AMANO,134324,4,3,https://www.google.co.kr/travel/search?q=Brandenburg_Gate%20%ED%98%B8%ED%85%94&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4990494%2C72288622%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaXwpBEj8yJTB4NDdhODUxYzY1NWYyMDk4OToweDI2YmJmYjRlODQ2NzRjNjM6Fuu4jOuegOuNtOu2gOultO2BrCDrrLgSGhIUCgcI5w8QCRgSEgcI5w8QCRgTGAEyAhAAKgcKBToDS1JX&qs=CAASBENDUT0gACgAMihDaG9Ja3R5X2hLdVRfT0dZQVJvTkwyY3ZNVEZvTXpoNWMzaG9jQkFCOA1IAA&ap=MABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwjg6emm2e-AAxUAAAAAHQAAAAAQvgs
Brandenburg_Gate,NH 컬렉션 베를린 미테 암 체크포인트 찰리,168734,4.3,4,https://www.google.co.kr/travel/search?q=Brandenburg_Gate%20%ED%98%B8%ED%85%94&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4990494%2C72288622%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaQwolEiMKCS9tLzAxNGtmODoW67iM656A642067aA66W07YGsIOusuBIaEhQKBwjnDxAJGBISBwjnDxAJGBMYATICEAAqBwoFOgNLUlc&qs=CAAgACgAMiRDaGNJbGMtcDRZX3lsZVItR2dzdlp5OHhkR3RzY0d3M09SQUI4DUgA&ap=MABoAQ&ictx=1&sa=X&ved=0CP0CEMr3BGoYChMI4OnpptnvgAMVAAAAAB0AAAAAENQJ
Brandenburg_Gate,머큐어 호텔 베를린 시티,139305,4.3,4,https://kr.trip.com/hotels/list/searchresults?city=193&hotelid=2196342&locale=ko_kr&curr=krw&allianceid=14887&sid=4138084&ppcid=ckid-746301785_adid-567870813780_akid-kwd-438605003914_adgid-131043273579&utm_source=google&utm_medium=cpc&utm_campaign=15510592760&gclid=EAIaIQobChMIqcXRqd7vgAMVUKiWCh3awAduEAAYASAAEgLIG_D_BwE&gclsrc=aw.ds
Casa_Mila,호텔 아메리카 바르셀로나,189150,4.3,4,https://kr.trip.com/hotels/list/searchresults?city=40795&hotelid=2847879&locale=ko_kr&curr=krw&allianceid=14887&sid=4138084&ppcid=ckid-3607350545_adid-638765051955_akid-kwd-438831157434_adgid-144333493579&utm_source=google&utm_medium=cpc&utm_campaign=16983002622&gad=1
Casa_Mila,Sir Victor Hotel,471796,4.2,5,https://www.booking.com/hotel/es/sir-victor.en-gb.html?aid=311984&label=hotel-93873-es-Kx28Yf6ArWTTVJVtpCkUwQS393123916219%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-577365841420%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=9f48d53fb2b9ba0b643d0f8284fd47fb
Casa_Mila,Generator Barcelona,90728,4.1,1,https://www.google.co.kr/travel/search?q=Casa_Mila%20%ED%98%B8%ED%85%94&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4990494%2C72288622%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaOAoaEhgKBy9tLzBudzg6Dey5tOyCrCDrsIDrnbwSGhIUCgcI5w8QCRgSEgcI5w8QCRgTGAEyAhAAKgcKBToDS1JX&qs=CAAgACgAMidDaGtJdzZDczNjX1U1TFRDQVJvTUwyY3ZNV2hxYURoNGJteG9FQUU4DUgA&ap=MABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwjg6emm2e-AAxUAAAAAHQAAAAAQuQw
Casa_Mila,호텔 파세오 데 그라시아,189252,4.4,1,https://www.booking.com/searchresults.ko.html?aid=324796&label=paseo-de-gracia-1yGhhPfV33wxyoWAg2iHNgS406688741675%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342138710%3Akwd-185678294906%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YdzvEsd293RqtZ_wZgTZ0W0&gclid=EAIaIQobChMIrKu_8d7vgAMVHtoWBR0nwwpZEAAYASAAEgJW0vD_BwE&highlighted_hotels=94524&redirected=1&city=-372490&hlrd=no_dates&source=hotel&expand_sb=1&keep_landing=1&sid=9f48d53fb2b9ba0b643d0f8284fd47fb
Casa_Mila,더 로프트 호스텔,100171,4,2,https://www.booking.com/searchresults.ko.html?aid=324796&label=la-flor-de-gaudi-hostel-la-pedrera-1-djUi2mIukrADXOFPcj0HigS624535589724%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342138710%3Akwd-379778664944%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YcGt_tphEo8ptFyhvlXtfk0&gclid=EAIaIQobChMI8_OQ997vgAMVgMJMAh0hGgQOEAAYASAAEgK_sfD_BwE&highlighted_hotels=886522&redirected=1&city=-372490&hlrd=no_dates&source=hotel&expand_sb=1&keep_landing=1&sid=9f48d53fb2b9ba0b643d0f8284fd47fb
Casa_Mila,호스텔 부티크 크로노스,180231,4.5,3,https://www.booking.com/searchresults.ko.html?aid=324796&label=chronos-MFbU5Kk836NyKHUOSwT9XgS406686707456%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342138710%3Akwd-185669858666%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YdzvEsd293RqtZ_wZgTZ0W0&gclid=EAIaIQobChMIxrnwgt_vgAMVzdcWBR367QFDEAAYASAAEgJfLPD_BwE&highlighted_hotels=266099&redirected=1&city=-372490&hlrd=no_dates&source=hotel&expand_sb=1&keep_landing=1&sid=9f48d53fb2b9ba0b643d0f8284fd47fb
Casa_Mila,카사 그라시아,149921,4,2,https://www.google.co.kr/travel/search?q=Casa_Mila%20%ED%98%B8%ED%85%94&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4990494%2C72288622%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaOAoaEhgKBy9tLzBudzg6Dey5tOyCrCDrsIDrnbwSGhIUCgcI5w8QCRgSEgcI5w8QCRgTGAEyAhAAKgcKBToDS1JX&qs=CAAgACgAMiRDaGNJMHI2LTJ1eUY3ckl1R2dzdlp5OHhkbW8yYm5OeFpoQUI4DUgA&ap=MABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwjg6emm2e-AAxUAAAAAHQAAAAAQjww
Casa_Mila,The Central House Barcelona Gracia,156566,4.5,2,https://www.google.co.kr/travel/search?q=Casa_Mila%20%ED%98%B8%ED%85%94&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4990494%2C72288622%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaOAoaEhgKBy9tLzBudzg6Dey5tOyCrCDrsIDrnbwSGhIUCgcI5w8QCRgSEgcI5w8QCRgTGAEyAhAAKgcKBToDS1JX&qs=CAAgACgAMidDaGtJZ0xlcjdMZkpsNHV4QVJvTUwyY3ZNV3ByZHpJNU5XNWtFQUU4DUgA&ap=MABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwjg6emm2e-AAxUAAAAAHQAAAAAQ9Aw
Casa_Mila,호스탈린 바르셀로나 파세 데 그라시아,159749,4.3,3,https://www.booking.com/searchresults.ko.html?aid=324796&label=guest-house-barcelona-passeig-de-gracia-EyZlpGPOvQtZAh_Nns1pFAS442510110369%3Apl%3Ata%3Ap1%3Ap21%2C078%2C000%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342138710%3Akwd-167411159342%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YcGt_tphEo8ptFyhvlXtfk0&gclid=EAIaIQobChMI8LC8iN_vgAMV6Q57Bx3pKAIuEAAYASAAEgKV2_D_BwE&highlighted_hotels=1249109&redirected=1&city=-372490&hlrd=no_dates&source=hotel&expand_sb=1&keep_landing=1&sid=9f48d53fb2b9ba0b643d0f8284fd47fb
Casa_Mila,Be Mate Passeig de Gr?cia - Apartments,222768,4.9,4,https://www.agoda.com/ko-kr/search?selectedproperty=10256488&city=2002&hid=10256488&site_id=1891442&tag=8c6125d3-b749-47b2-b542-0c0776b06a1a&device=c&network=g&adid=577361734713&rand=6165595487881051207&expid=&adpos=&aud=kwd-927750089409&gclid=EAIaIQobChMIg6mgkd_vgAMVgBx7Bx2NvQoxEAAYASAAEgITePD_BwE&checkIn=2023-08-31&checkOut=2023-09-01&adults=1&rooms=1&pslc=1
Forbidden_City,베이징 프라임 호텔 왕푸징,249384,3.9,5,https://www.google.co.kr/travel/search?q=Forbidden_City%20%ED%98%B8%ED%85%94&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4990494%2C72288622%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaNQoXEhUKCC9tLzBqMGIyOgnsnpDquIjshLESGhIUCgcI5w8QCRgSEgcI5w8QCRgTGAEyAhAAKgcKBToDS1JX&qs=CAAgACgAMiRDaGNJbXFhQTd0NkJwcUZGR2dzdlp5OHhkR1p4Y0RNME14QUI4DUgA&ap=MABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwjg6emm2e-AAxUAAAAAHQAAAAAQpxA
Forbidden_City,Prime Hotel Beijing,268008,3.9,5,https://www.booking.com/searchresults.en-gb.html?aid=311984&label=hotel-62509-cn-EhB9OWI83nNqqt_wPM6oigS392743248227%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-11061174862%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXORK0YJiVoOxcWODxYDaAA&gclid=EAIaIQobChMIodOukuDvgAMV07iWCh1cmAFiEAAYASAAEgLddPD_BwE&highlighted_hotels=62509&redirected=1&city=-1898541&hlrd=no_dates&source=hotel&expand_sb=1&keep_landing=1&sid=9f48d53fb2b9ba0b643d0f8284fd47fb
Forbidden_City,Crowne Plaza Beijing Wangfujing,116393,4,3,https://www.google.co.kr/travel/search?q=Forbidden_City%20%ED%98%B8%ED%85%94&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4990494%2C72288622%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaNQoXEhUKCC9tLzBqMGIyOgnsnpDquIjshLESGhIUCgcI5w8QCRgSEgcI5w8QCRgTGAEyAhAAKgcKBToDS1JX&qs=CAAgACgAMidDaGtJMWNXT2xxM3Myc3ZEQVJvTUwyY3ZNVEppTURKb01IRXhFQUU4DUgA&ap=MABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwjg6emm2e-AAxUAAAAAHQAAAAAQ6g8
Forbidden_City,Jade Garden Hotel Beijing,149482,4,4,https://www.google.co.kr/travel/search?q=Forbidden_City%20%ED%98%B8%ED%85%94&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4990494%2C72288622%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaNQoXEhUKCC9tLzBqMGIyOgnsnpDquIjshLESGhIUCgcI5w8QCRgSEgcI5w8QCRgTGAEyAhAAKgcKBToDS1JX&qs=CAAgACgAMidDaGtJN29lQTI1aWR1NGFNQVJvTUwyY3ZNVEppTURKMGNXMDFFQUU4DUgA&ap=MABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwjg6emm2e-AAxUAAAAAHQAAAAAQihE
Forbidden_City,Renaissance Beijing Wangfujing Hotel,247683,4.4,5,https://www.google.co.kr/travel/search?q=Forbidden_City%20%ED%98%B8%ED%85%94&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4990494%2C72288622%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaNQoXEhUKCC9tLzBqMGIyOgnsnpDquIjshLESGhIUCgcI5w8QCRgSEgcI5w8QCRgTGAEyAhAAKgcKBToDS1JX&qs=CAAgACgAMidDaGtJOXFTRF9wT0dfdU1FR2cwdlp5OHhNV0ppZDIxbU5qVjVFQUU4DUgA&ap=MABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwjg6emm2e-AAxUAAAAAHQAAAAAQvg8
